"Â ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lopez                     Robin Lopez","C","29","$13,788,500","13.91%","$13,788,500","$13,788,500","$13,788,500","$13,788,500","2019"
"2","Asik                     Omer Asik","C","31","$10,595,505","10.69%","$11,595,505","$10,595,505","$4,130,451","$10,595,505","2020"
"3","Felicio                     Cristiano Felicio","PF","25","$7,843,500","7.92%","$7,843,500","$7,843,500","$7,843,500","$7,843,500","2021"
"4","Holiday                     Justin Holiday","SG","28","$4,615,385","4.66%","$4,615,385","$4,615,385","$4,615,385","$4,615,385","2019"
"5","Dunn                     Kris Dunn","PG","23","$4,046,760","4.08%","$4,046,760","$4,046,760","$4,046,760","$4,046,760","2027"
"6","Markkanen                     Lauri Markkanen","PF","20","$3,821,640","3.86%","$3,821,640","$3,821,640","$3,821,640","$3,821,640","2029"
"7","Vonleh                     Noah Vonleh","PF","22","$3,505,233","3.54%","$3,505,233","$3,505,233","$1,247,625","$3,505,233","2018"
"8","LaVine                     Zach LaVine","SG","22","$3,202,218","3.23%","$3,202,218","$3,202,218","$3,202,218","$3,202,218","2027"
"9","Payne                     Cameron Payne","PG","23","$2,203,440","2.22%","$2,203,440","$2,203,440","$2,203,440","$2,203,440","2019"
"10","Valentine                     Denzel Valentine","SG","24","$2,186,400","2.21%","$2,186,400","$2,186,400","$2,186,400","$2,186,400","2020"
"11","Kilpatrick                     Sean Kilpatrick","SG","28","$2,163,006","2.18%","$2,163,006","$2,163,006","$2,163,006","$2,100,000","2020"
"12","Grant                     Jerian Grant","PG","25","$1,713,840","1.73%","$1,713,840","$1,713,840","$1,713,840","$1,713,840","2019"
"13","Portis                     Bobby Portis","PF","22","$1,516,320","1.53%","$1,516,320","$1,516,320","$1,516,320","$1,516,320","2028"
"14","Zipser                     Paul Zipser","SF","23","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2020"
"15","Nwaba                     David Nwaba","SG","25","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2018"
"16","Arcidiacono                     Ryan Arcidiacono","PG","23","Two-Way","'-","'-","'-","$13,824","'-",""
"17","Blakeney                     Antonio Blakeney","SG","21","Two-Way","'-","'-","'-","$75,000","$50,000","2019"

