"Â ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Anthony                     Carmelo Anthony","SF","32","$24,559,380","26.09%","$24,559,380","$24,559,380","$24,559,380","$24,559,380","2019"
"2","Rose                     Derrick Rose","PG","28","$21,323,252","22.65%","$21,323,252","$21,323,252","$21,323,252","'-","2017"
"3","Lee                     Courtney Lee","SG","31","$11,242,000","11.94%","$11,242,000","$11,242,000","$11,242,000","$11,242,000","2020"
"4","Thomas                     Lance Thomas","SF","28","$6,191,000","6.58%","$6,191,000","$6,191,000","$6,191,000","$6,191,000","2020"
"5","Porzingis                     Kristaps Porzingis","PF","21","$4,317,720","4.59%","$4,317,720","$4,317,720","$4,317,720","$4,317,720","2026"
"6","O'Quinn                     Kyle O'Quinn","C","26","$3,918,750","4.16%","$3,918,750","$3,918,750","$3,918,750","$3,918,750","2019"
"7","Kuzminskas                     Mindaugas Kuzminskas","SF","27","$2,898,000","3.08%","$2,898,000","$2,898,000","$2,898,000","$2,898,000","2018"
"8","Hernangomez                     Willy Hernangomez","C","22","$1,375,000","1.46%","$1,375,000","$1,375,000","$1,375,000","$1,375,000","2020"
"9","Holiday                     Justin Holiday","SG","27","$1,015,696","1.08%","$1,015,696","$1,015,696","$1,015,696","'-","2017"
"10","Vujacic                     Sasha Vujacic","SG","32","$980,431","1.04%","$980,431","$980,431","$1,410,598","'-","2017"
"11","N'dour                     Maurice N'dour","PF","24","$543,471","0.58%","$543,471","$980,431","$543,471","'-","2018"
"12","Plumlee                     Marshall Plumlee","PF","24","$543,471","0.58%","$543,471","$980,431","$543,471","'-","2019"
"13","Baker                     Ron Baker","SG","23","$543,471","0.58%","$543,471","$543,471","$543,471","$543,471","2017"
"14","Randle                     Chasson Randle","PG","23","$143,860","0.15%","$143,860","$143,860","$143,860","$143,860","2018"

