"Â ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Tucker                     P.J. Tucker","PF","39","$11,539,000","8.21%","$11,539,000","$11,539,000","$4,708,443","'-"
"2","Wiseman                     James Wiseman","C","23","$2,237,691","1.59%","$2,237,691","$2,237,691","$848,779","'-"
"3","Fernando                     Bruno Fernando","C","26","$1,115,128","0.79%","$1,115,128","$1,115,128","$1,115,128","'-"
"4","Robinson                     Orlando Robinson","C","24","$491,887","0.35%","$491,887","$491,887","$491,887","'-"
"5","Omoruyi                     Eugene Omoruyi","SF","27","$119,972","0.09%","$119,972","$119,972","$124,288","$124,288"
"6","Swider                     Cole Swider","F","25","$119,972","0.09%","$119,972","$119,972","$119,972","$119,972"
"7","Robinson                     Orlando Robinson","C","24","$119,972","0.09%","$119,972","$119,972","$119,972","$119,972"
"8","Robinson                     Orlando Robinson","C","24","$119,972","0.09%","$119,972","$119,972","$119,972","$119,972"
"9","Rhoden                     Jared Rhoden","SG","25","$119,972","0.09%","$119,972","$119,972","$119,972","$119,972"
"10","Swider                     Cole Swider","F","25","$107,975","0.08%","$107,975","$107,975","$107,975","'-"
"11","Castleton                     Colin Castleton","PF","24","$107,027","0.08%","$107,027","$119,972","$107,027","$107,027"
"12","Castleton                     Colin Castleton","PF","24","$107,027","0.08%","$107,027","$119,972","$107,027","$107,027"
"13","Freeman-Liberty                     Javon Freeman-Liberty","G","25","$100,000","0.07%","$100,000","$100,000","$100,000","'-"
"14","Vezenkov                     Sasha Vezenkov","SF","29","'-","'-","'-","'-","'-","'-"

